Product Title;Product ID;Main Category;Subcategory;Colors;Patterns;Season;Brands;Gender
Trousers_Shorts_Grey;recMrye6ELU3M6eMP;Trousers;Shorts;Grey;Single-coloured;Spring, Summer;Pull&Bear;Women
Trousers_Denim_Blue;recCabevCjkkJrnzG;Trousers;Denim;Blue;Single-coloured;Spring, Summer;Ed Hardy;Women
Trousers_Trousers_Black;recZeQCwhfaqvKtHR;Trousers;Trousers;Black;Single-coloured;Spring, Summer, Winter, Autumn;Theory;Women
Trousers_Trousers_Blue;rec5iZ0BCHb9hTZYg;Trousers;Trousers;Blue;Single-coloured;Spring, Summer, Winter, Autumn;ZARA;Women
Trousers_Trousers_Black;recdiAH7QFp2KsOpo;Trousers;Trousers;Black;Single-coloured;Spring, Summer, Winter, Autumn;Cider;Women
Trousers_Trousers_Black;reccjm7Vb4yacs6QH;Trousers;Trousers;Black;Single-coloured;Spring, Summer, Winter, Autumn;M&S;Women
Trousers_Trousers_Grey;reckmxQGhWT68lZpl;Trousers;Trousers;Grey;Single-coloured;Spring, Summer, Winter, Autumn;Puma;Women
Trousers_Trousers_White;recbo05TCjt2pdg6z;Trousers;Trousers;White;Single-coloured;Spring, Summer;Arket;Men
Trousers_Trousers_Black;recXA8ekMFw9AN2mn;Trousers;Trousers;Black;Single-coloured;Autumn, Winter, Spring;Arket;Men
Trousers_Trousers_Beige;recgIdziKUpmLfK6Q;Trousers;Trousers;Beige;Single-coloured;Spring, Autumn, Winter;Arket;Men
Trousers_Trousers_Blue;recWEXEV89GmZGOAj;Trousers;Trousers;Blue;Single-coloured;Spring, Autumn, Winter;Arket;Men
Trousers_Trousers_Blue;recDLPpeyO5Elbte2;Trousers;Trousers;Blue;Single-coloured;Spring, Summer, Autumn, Winter;Arket;Men
Trousers_Trousers_Green;reclHi0nveAiQDurs;Trousers;Trousers;Green;Single-coloured;Spring, Autumn, Winter;Arket;Men
Trousers_Trousers_White;recD4WWptJaxnpDxQ;Trousers;Trousers;White;Single-coloured;Spring, Summer;Arket;Men
Trousers_Trousers_Blue;receQR5Z1F06T3hpb;Trousers;Trousers;Blue;Single-coloured;Spring, Autumn, Winter;Arket;Men
Trousers_Trousers_Black;rec9uCCC73ByLyO4p;Trousers;Trousers;Black;Single-coloured;Autumn, Winter;Arket;Men
Trousers_Trousers_Black;recrCSgDn3V7Micrd;Trousers;Trousers;Black;Single-coloured;Autumn, Winter, Spring;COS;Men
Trousers_Trousers_Grey;recxha6cOuxaZW4RF;Trousers;Trousers;Grey;Single-coloured;Autumn, Spring, Summer;COS;Men
Trousers_Trousers_Grey;recjS0ywic4BUtmTk;Trousers;Trousers;Grey;Single-coloured;Spring, Winter, Autumn;COS;Men
Trousers_Trousers_Black;rec4DPjSPPjLt0aUk;Trousers;Trousers;Black;Single-coloured;Winter, Autumn;COS;Men
Trousers_Trousers_Pink;recJcDXv73Q0bmnjf;Trousers;Trousers;Pink;Single-coloured;Spring, Summer;COS;Men
Trousers_Trousers_Blue;reccD3TI1CoUWHiiQ;Trousers;Trousers;Blue;Single-coloured;Spring, Summer;COS;Men
Trousers_Trousers_Green;recvKV5Qi1PjbMyRL;Trousers;Trousers;Green;Single-coloured;Spring, Autumn, Winter;COS;Men
Trousers_Jeans_Grey;recFd3tKiCIg13Dpv;Trousers;Jeans;Grey;Single-coloured;Spring, Summer, Autumn, Winter;Calvin Klein;Men
Trousers_Shorts_Beige;recVsYuDJiZCYLRSo;Trousers;Shorts;Beige;Single-coloured;Summer;ZARA;Men
Trousers_Shorts_White;rec6t9rbEbmW9WchK;Trousers;Shorts;White;Pinstripe;Summer;Daily Paper;Men
Trousers_Shorts_Beige;recTdaIg9HjJYsXn9;Trousers;Shorts;Beige;Pinstripe;Summer;OAS;Men
Trousers_Shorts_Brown;recdkWN551iTq4sr4;Trousers;Shorts;Brown;Single-coloured;Summer;Onia;Men
Trousers_Shorts_Black;recx2qfAvVuOYaBTn;Trousers;Shorts;Black;Single-coloured;Summer;Colorful Standard;Men
Trousers_Shorts_Blue;recaAx48q2tXVIpDG;Trousers;Shorts;Blue;Single-coloured;Summer, Spring;AllSaints;Men
Trousers_Shorts_Black;recuNn8DThadCehcH;Trousers;Shorts;Black;Single-coloured;Summer;Nudie Jeans;Men
Trousers_Jeans_Blue;recObTpo0FjWTbFPS;Trousers;Jeans;Blue;Single-coloured;Spring, Summer, Winter, Autumn;A.P.C.;Men
Trousers_Jeans_Black;reccY0p1MXRFz8hTN;Trousers;Jeans;Black;Single-coloured;Spring, Summer, Autumn, Winter;Weekday;Men
Trousers_Trousers_Green;recl7LbLdZBCjgc4I;Trousers;Trousers;Green;Single-coloured;Spring, Summer;adidas;Men
Trousers_Trousers_Beige;rec8HA1twOuu0WePu;Trousers;Trousers;Beige;Single-coloured;Spring, Summer, Winter, Autumn;adidas;Men
Trousers_Trousers_Blue;recxrghPkroZnqlHG;Trousers;Trousers;Blue;Single-coloured;Spring, Summer, Autumn, Winter;adidas;Men
Trousers_Shorts_Black;recydU406bUr8LCD7;Trousers;Shorts;Black;Single-coloured;Spring, Summer, Autumn;adidas;Men
Trousers_Shorts_Black;rec57z49u82H50HiI;Trousers;Shorts;Black;Single-coloured;Spring, Summer;ZARA;Men
Trousers_Shorts_Green;recLs7pCt55AYXNI7;Trousers;Shorts;Green;Single-coloured;Spring, Summer;ZARA;Men
Trousers_Jeans_Grey;recMHMU9qwzQOKp3B;Trousers;Jeans;Grey;Single-coloured;Spring, Summer, Autumn, Winter;ZARA;Men
Trousers_Shorts_Beige;recIIZxL4OKAsQpAf;Trousers;Shorts;Beige;Single-coloured;Spring, Summer;ZARA;Men
Trousers_Jeans_Blue;recoPnLXVzvzViGUZ;Trousers;Jeans;Blue;Single-coloured;Spring, Summer, Autumn, Winter;ZARA;Men
Trousers_Jeans_Blue;recq4gtQ6SuduD8de;Trousers;Jeans;Blue;Single-coloured;Spring, Summer, Autumn, Winter;ZARA;Men
Trousers_Trousers_Green;rec9kwRAa4iDX9kMv;Trousers;Trousers;Green;Single-coloured;Spring, Summer, Autumn, Winter;ZARA;Men
Trousers_Trousers_Grey;rect4BEqMYmhSBdjh;Trousers;Trousers;Grey;Single-coloured;Spring, Summer, Autumn, Winter;ZARA;Men
Trousers_Trousers_Beige;rec0KMBRN9jRy3xtB;Trousers;Trousers;Beige;Single-coloured;Spring, Summer, Winter, Autumn;ZARA;Men
Trousers_Trousers_Grey;recor2mEw2zap4HGG;Trousers;Trousers;Grey;Single-coloured;Spring, Summer, Autumn, Winter;Brunello Cucinelli;Men
Trousers_Trousers_Black;recspVFTOmQfvUenB;Trousers;Trousers;Black;Single-coloured;Spring, Summer, Winter, Autumn;Brunello Cucinelli;Men
Trousers_Trousers_Green;rec6WE1qnNsQByzrH;Trousers;Trousers;Green;Single-coloured;Spring, Summer, Winter, Autumn;Represent;Men
Trousers_Trousers_Black;recFrDgoTvt1aZzva;Trousers;Trousers;Black;Single-coloured;Spring, Summer, Autumn, Winter;ACNE STUDIOS;Men
Trousers_Trousers_Brown;recPwXOPOXSwT6Zum;Trousers;Trousers;Brown;Single-coloured;Spring, Summer, Autumn, Winter;ZARA;Men
Trousers_Trousers_Beige;recJ38T3H2nRXyRSL;Trousers;Trousers;Beige;Single-coloured;Spring, Autumn, Summer, Winter;ZARA;Men
Trousers_Trousers_Blue;rec6vn1dedM2rng4N;Trousers;Trousers;Blue;Single-coloured;Spring, Summer, Autumn, Winter;ZARA;Men
Trousers_Trousers_Beige, Brown;recnj09EJLFEIeUU4;Trousers;Trousers;Beige, Brown;Other;Spring, Autumn, Winter, Summer;ZARA;Men
Trousers_Shorts_Brown;recM7G5cNXzklrWF2;Trousers;Shorts;Brown;Single-coloured;Spring, Summer;ZARA;Men
Trousers_Shorts_Black;rec6DvOwNUxGsXU1z;Trousers;Shorts;Black;Single-coloured;Spring, Summer;ZARA;Men
Trousers_Shorts_Beige;recsrrc4mfTAPiE8W;Trousers;Shorts;Beige;Single-coloured;Spring, Summer;ZARA;Men
Trousers_Trousers_Black;recxLrsYxMUjVyMdh;Trousers;Trousers;Black;Single-coloured;Spring, Summer, Winter, Autumn;ZARA;Men
Trousers_Shorts_Grey;recTxiYwjY9Dvyfh7;Trousers;Shorts;Grey;Single-coloured;Spring, Summer;ZARA;Men
Trousers_Jeans_Blue;recRsPGAmOZbWEcKN;Trousers;Jeans;Blue;Single-coloured;Winter, Spring, Summer, Autumn;Urban Outfitters;Men
Trousers_Trousers_Grey;rec32VoOmUtJg9njB;Trousers;Trousers;Grey;Single-coloured;Spring, Summer, Winter, Autumn;Mr Marvis;Men
Trousers_Trousers_Grey;recAM0nQj6fX4iRI7;Trousers;Trousers;Grey;Single-coloured;Spring, Summer, Winter, Autumn;Only & Sons;Men
Trousers_Trousers_Grey;rech90OOFYem9jbmM;Trousers;Trousers;Grey;Single-coloured;Spring, Summer, Winter, Autumn;Jack & Jones;Men
Trousers_Trousers_Black;recIotYsDYNCj3ueV;Trousers;Trousers;Black;Single-coloured;Spring, Summer, Winter, Autumn;COS;Men
Trousers_Trousers_Black;rec2PQvRKnASk02lR;Trousers;Trousers;Black;Single-coloured;Spring, Summer, Winter, Autumn;Maison Kitsune;Men
Trousers_Trousers_Black;rec9vklLX2olDE5qq;Trousers;Trousers;Black;Single-coloured;Spring, Summer, Winter, Autumn;Jack & Jones;Men
Trousers_Trousers_Black;rec3n3hDK6mKli798;Trousers;Trousers;Black;Single-coloured;Spring, Summer, Winter, Autumn;Only & Sons;Men
Trousers_Trousers_Beige;rec6jCL2HFZk6CLKe;Trousers;Trousers;Beige;Single-coloured;Spring, Summer, Winter, Autumn;Jack & Jones;Men
Trousers_Trousers_Beige;recL6yRPrxVHFcriw;Trousers;Trousers;Beige;Single-coloured;Spring, Summer, Winter, Autumn;Maison Kitsune;Men
Trousers_Trousers_Beige;rec9VCPLLwt2zWvw6;Trousers;Trousers;Beige;Single-coloured;Spring, Summer, Winter, Autumn;Mr Marvis;Men
Trousers_Jeans_Blue;recS6xeiQeJZihL3p;Trousers;Jeans;Blue;Single-coloured;Spring, Summer, Winter, Autumn;G-Star;Men
Trousers_Jeans_Blue;recA2IxGPnxbMuWeC;Trousers;Jeans;Blue;Single-coloured;Spring, Summer, Winter, Autumn;Cooper;Men
Trousers_Jeans_Blue;rec5aJ0eNUjvmVS95;Trousers;Jeans;Blue;Single-coloured;Spring, Summer, Winter, Autumn;G-Star;Men
Trousers_Jeans_Blue;rec5BJ13i04jDWUNu;Trousers;Jeans;Blue;Single-coloured;Spring, Summer, Winter, Autumn;Levi's;Men
Trousers_Jeans_Blue;recOxSiirnh8RlxVd;Trousers;Jeans;Blue;Single-coloured;Spring, Summer, Winter, Autumn;Levi's;Men
Trousers_Boots_Blue;recXbz2EV546vGFH9;Trousers;Boots;Blue;Single-coloured;Spring, Summer, Autumn;Ted Baker;Men
Trousers_Boots_Black;recpUFu7KUynamjJR;Trousers;Boots;Black;Single-coloured;Spring, Summer, Autumn;Levi's;Men
Trousers_Boots_Black;reciTRwA8ZcYe9dqe;Trousers;Boots;Black;Single-coloured;Spring, Summer, Autumn;Jack & Jones;Men
Trousers_Boots_Beige;rec0hbxirwqy3w9dO;Trousers;Boots;Beige;Single-coloured;Spring, Summer, Autumn;Jack & Jones;Men
Trousers_Boots_Beige;recYi6j6xYp1XE3Pg;Trousers;Boots;Beige;Single-coloured;Spring, Summer, Autumn;Pegador;Men
Trousers_Shorts_Blue;reccAdj5xENtEQUkM;Trousers;Shorts;Blue;Single-coloured;Summer;Mr Marvis;Men
Trousers_Shorts_Green;rec0lrXH27VuqPX2d;Trousers;Shorts;Green;Single-coloured;Summer;Mr Marvis;Men
Trousers_Shorts_Beige;recbMrciKiJvRUX2Z;Trousers;Shorts;Beige;Single-coloured;Summer;Next;Men
Trousers_Shorts_Grey;rec131QmR09rrn2cN;Trousers;Shorts;Grey;Single-coloured;Summer;Nordstrom;Men
Trousers_Shorts_;recdwjhh40dE7yC4G;Trousers;Shorts;;Single-coloured;Summer;Threadbare;Men
Trousers_Trousers_Blue;recykRJZsi4RpqCcZ;Trousers;Trousers;Blue;Single-coloured;Spring, Summer, Autumn, Winter;Polo Ralph Lauren;Men
Trousers_Trousers_Blue;reclnNoXDNDPs5SHi;Trousers;Trousers;Blue;Pinstripe;Summer, Spring;Polo Ralph Lauren;Men
Trousers_Trousers_White;recnmBBaiFUttlM1j;Trousers;Trousers;White;Single-coloured;Summer, Spring;Polo Ralph Lauren;Men
Trousers_Trousers_White;recQG9rsXIYMF2Pdh;Trousers;Trousers;White;Single-coloured;Summer, Spring;Polo Ralph Lauren;Men
Trousers_Trousers_Blue;reczwsO87Xge04y9P;Trousers;Trousers;Blue;Single-coloured;Summer, Spring, Autumn, Winter;Polo Ralph Lauren;Men
Trousers_Trousers_Blue;recgy1YZ8oV5xQQ11;Trousers;Trousers;Blue;Single-coloured;Summer, Spring, Winter, Autumn;Massimo Dutti;Men
Trousers_Trousers_Grey;recjMbNSd0uTUU8Cg;Trousers;Trousers;Grey;Plain check;Spring, Winter, Autumn;BOSS;Men
Trousers_Trousers_White;recZbHfGwQZLMWJUA;Trousers;Trousers;White;Single-coloured;Summer, Spring, Winter, Autumn;Massimo Alba;Men
Trousers_Trousers_Blue;recyYLuAzUjT3ajC6;Trousers;Trousers;Blue;Single-coloured;Spring, Winter, Autumn;Massimo Dutti;Men
Trousers_Trousers_Blue;recsH4vAb3ZrAMzIJ;Trousers;Trousers;Blue;Single-coloured;Winter, Autumn;BOSS;Men
Trousers_Trousers_Black;recUB5EZoHiBk0Dq0;Trousers;Trousers;Black;Single-coloured;Winter, Autumn, Spring;Club Monaco;Men
Trousers_Trousers_Brown;rec8omH5x5vbToPHQ;Trousers;Trousers;Brown;Single-coloured;Winter, Autumn, Spring, Summer;Massimo Dutti;Men
Trousers_Trousers_White;rec2NzV0cHAOdZTdO;Trousers;Trousers;White;Single-coloured;Spring, Summer;SuitSupply;Men
Trousers_Trousers_Grey;recPB0Wyt7hGtYTue;Trousers;Trousers;Grey;Plain check;Spring, Summer, Winter, Autumn;Tom Ford;Men
Trousers_Shorts_Blue;recixokkUlf0vmIge;Trousers;Shorts;Blue;Single-coloured;Summer;Rubinacci;Men
Trousers_Shorts_Blue, White;recBJAUzulEfbAvFs;Trousers;Shorts;Blue, White;Pinstripe;Summer;Mr Marvis;Men
Trousers_Jeans_White;rec4cByu4BY1faLIg;Trousers;Jeans;White;Single-coloured;Summer, Spring, Autumn;Tom Ford;Men
Trousers_Jeans_Blue;recXt0WKTqN1qmZHY;Trousers;Jeans;Blue;Single-coloured;Summer, Spring, Winter, Autumn;BOSS;Men
Trousers_Jeans_Blue;recycvP7yaKRQaXOm;Trousers;Jeans;Blue;Single-coloured;Summer, Spring, Winter, Autumn;Tom Ford;Men
Trousers_Shorts_Blue;recuVEcDpnRHj21W8;Trousers;Shorts;Blue;Single-coloured;Summer;Massimo Dutti;Men
Trousers_Trousers_Grey;recM4t70sT6HpNqo0;Trousers;Trousers;Grey;Single-coloured;Winter, Autumn;Massimo Dutti;Men
Trousers_Trousers_Green;rec3V9ylKNRNNx32e;Trousers;Trousers;Green;Single-coloured;Winter, Autumn, Spring;Massimo Dutti;Men
Trousers_Shorts_White;rece3o0rSo8p5NYGS;Trousers;Shorts;White;Pinstripe;Summer;Mr Marvis;Men
Trousers_Shorts_Blue;recbRPyaL90E6PRyO;Trousers;Shorts;Blue;Single-coloured;Summer;Mr Marvis;Men
Trousers_Shorts_Yellow;recuZz8zIkI75Nbcf;Trousers;Shorts;Yellow;Pinstripe;Summer;Polo Ralph Lauren;Men
Trousers_Shorts_Red;recpHEuUaGq5hrE2s;Trousers;Shorts;Red;Single-coloured;Summer;Polo Ralph Lauren;Men
Trousers_Trousers_Orange, Green, Beige, Black;rec4rVNdXpooskQbk;Trousers;Trousers;Orange, Green, Beige, Black;Floral;Summer, Spring;Bambah;Women
Shoes_Boots_Brown;recNz2D9VMH13hlkf;Shoes;Boots;Brown;Single-coloured;Winter, Autumn;Ganni;Women
Shoes_Sandals_Brown;reczNBWZcjVeaa5SU;Shoes;Sandals;Brown;Single-coloured;Spring, Summer, Autumn;Vagabond;Women
Shoes_Sandals_Beige;recMn9xHjkPn6bCbD;Shoes;Sandals;Beige;Single-coloured;Autumn, Winter;Birkenstock;Women
Shoes_Heels_Pink;recr4GSWFVkPNvuti;Shoes;Heels;Pink;Single-coloured;Summer;Reformation;Women
Shoes_Trainers_White;recuRovOdHSCOaztZ;Shoes;Trainers;White;Single-coloured;Spring, Summer, Winter, Autumn;Nike;Any
Shoes_Slip-ons_Black, Gold;reccTjENlo7VGSCAv;Shoes;Slip-ons;Black, Gold;Single-coloured;Spring, Summer, Autumn;Dune;Women
Shoes_Trainers_Grey;recMo9ubNP8fSpRE0;Shoes;Trainers;Grey;Single-coloured;Spring, Summer, Winter, Autumn;New Balance;Any
Shoes_Heels_Black;recnvrZrz83msAD0U;Shoes;Heels;Black;Single-coloured;Summer;Steve Madden;Women
Shoes_Boots_Black;rec6q4G1sUb5ynOo9;Shoes;Boots;Black;Single-coloured;Winter, Autumn;Stradivarius;Women
Shoes_Boots_Brown;recoFhvYpKPvWqWrk;Shoes;Boots;Brown;Single-coloured;Winter, Autumn, Spring;Clarks;Women
Shoes_Sandals_Brown;rec5EnrGjITWygCoR;Shoes;Sandals;Brown;Single-coloured;Summer;Wholesale;Women
Shoes_Heels_Black;recUIFSdMFde2qY1c;Shoes;Heels;Black;Single-coloured;Spring, Summer;Michael Kors;Women
Shoes_Boots_Black;recRtQt0oGBr8Ujwm;Shoes;Boots;Black;Single-coloured;Winter;Vagabond;Women
Shoes_Sandals_Black;recOOrFd4UyAJh7Qo;Shoes;Sandals;Black;Single-coloured;Spring, Summer;Monki;Women
Shoes_Trainers_Green, White;recaxQC78R57RCVA8;Shoes;Trainers;Green, White;N.a.;Spring, Summer, Autumn;Nike;Any
Shoes_Slip-ons_Black;rec2r9aUb2TYTpWwb;Shoes;Slip-ons;Black;Single-coloured;Winter, Autumn, Spring;Vagabond;Women
Shoes_Heels_Purple;recSSKFXc9CbwN80G;Shoes;Heels;Purple;Single-coloured;Spring, Summer;Tamaris;Women
Shoes_Heels_Beige;recVGWuep1e1dQ5pA;Shoes;Heels;Beige;Single-coloured;Spring, Summer;Lulu's;Women
Shoes_Trainers_White;reccxoPpTSMvDWfb8;Shoes;Trainers;White;Single-coloured;Spring, Summer, Autumn;Converse;Any
Shoes_Slides_Beige;recpoQzYScc6qK0Y5;Shoes;Slides;Beige;Single-coloured;Spring, Summer;Clarks;Women
Shoes_Trainers_Black, White;rectPmNjLcA6FTGOt;Shoes;Trainers;Black, White;Single-coloured;Winter, Autumn, Spring;Vans;Any
Shoes_Slides_Green;recxxD2LPZVqvtSxU;Shoes;Slides;Green;Single-coloured;Spring, Summer;Bristol;Women
Shoes_Heels_Orange;recgDeaC43lPOe1CM;Shoes;Heels;Orange;Single-coloured;Spring, Summer;Raid;Women
Shoes_Heels_Silver;recQ27HH3FlcnVZtx;Shoes;Heels;Silver;Single-coloured;Summer;Stradivarius;Women
Shoes_Trainers_White;rec3GYhJ0C6oAP8L2;Shoes;Trainers;White;Single-coloured;Winter, Autumn, Spring;SuitSupply;Men
Shoes_Slip-ons_Brown;recov1GDVnMaCI2Lm;Shoes;Slip-ons;Brown;Single-coloured;Winter, Autumn, Spring;BOSS;Men
Shoes_Slides_Brown;recEWAIOXGIwI8DoR;Shoes;Slides;Brown;Single-coloured;Spring, Summer;Ralph Lauren;Women
Shoes_Slip-ons_Brown;recC9wYHoJsDLzRoY;Shoes;Slip-ons;Brown;Single-coloured;Spring, Summer, Autumn;Manebi;Women
Shoes_Heels_Blue;recTiUlWMpdjUdJUB;Shoes;Heels;Blue;Single-coloured;Spring, Summer;Mango;Women
Shoes_Heels_Black;recUXJdu3iLI75f9S;Shoes;Heels;Black;Single-coloured;Spring, Summer, Autumn;Jonak;Women
Shoes_Sandals_Black;recslDkfhokU92g8W;Shoes;Sandals;Black;Single-coloured;Spring, Summer;Birkenstock;Men
Shoes_Boots_Black;recLf24gvylTI8LcS;Shoes;Boots;Black;Single-coloured;Spring, Summer, Autumn;Church's;Men
Shoes_Trainers_Black;recL4zl2LX6dSsjkl;Shoes;Trainers;Black;Single-coloured;Spring, Summer, Autumn;Converse;Men
Shoes_Sandals_Beige;recXuxr1h9xP3RzB7;Shoes;Sandals;Beige;Single-coloured;Winter, Autumn, Spring;Birkenstock;Men
Shoes_Trainers_Green;recVVKOXgjWfTLgMn;Shoes;Trainers;Green;Single-coloured;Spring, Summer, Winter, Autumn;Veja;Men
Shoes_Trainers_Black, White;recUfIM6PVcUBljm9;Shoes;Trainers;Black, White;Single-coloured;Spring, Summer, Autumn, Winter;Nike;Men
Shoes_Slides_Beige;recg8Unj355Yj4qkF;Shoes;Slides;Beige;Single-coloured;Spring, Summer;BOSS;Men
Shoes_Boots_Black;recX4bhp7wcEzy7YF;Shoes;Boots;Black;Single-coloured;Spring, Summer, Autumn, Winter;Dr. Martens;Men
Shoes_Boots_Black;recVmvc6LwMOUXNI6;Shoes;Boots;Black;Single-coloured;Spring, Summer, Autumn, Winter;Clarks;Men
Shoes_Trainers_White;recTI6fcxTJydLfnN;Shoes;Trainers;White;Single-coloured;Spring, Summer, Autumn;Nike;Men
Shoes_Dress shoes_Brown;reckl2ZNJKwr5GYF0;Shoes;Dress shoes;Brown;Single-coloured;Spring, Summer, Autumn, Winter;HUGO BOSS;Men
Shoes_Boots_Brown;recFazK8eYs2VQqbl;Shoes;Boots;Brown;Single-coloured;Autumn, Winter;Capper;Men
Shoes_Slip-ons_Blue;reccEayBsdkI59xrq;Shoes;Slip-ons;Blue;Single-coloured;Spring, Summer;Loro Piana;Men
Shoes_Heels_Beige;recl3vL1cXaJFXdqO;Shoes;Heels;Beige;Single-coloured;Summer;Jimmy Cho;Women
Shoes_Heels_Black;recs3REiPVD8roRdp;Shoes;Heels;Black;Single-coloured;Summer;Anna Field;Women
Shoes_Heels_Beige, Black;recXOPVHYGzubn1un;Shoes;Heels;Beige, Black;Single-coloured;Summer;Jonak;Women
Shoes_Heels_Black;recGzX8JW8xZY6sxr;Shoes;Heels;Black;Single-coloured;Summer;Steve Madden;Women
Shoes_Heels_Beige;reci1lCylKA82TDPm;Shoes;Heels;Beige;Single-coloured;Summer;Nly by Nelly;Women
Shoes_Heels_Beige;reczCKYBuYyIsJjHp;Shoes;Heels;Beige;Single-coloured;Summer;Alva;Women
Shoes_Sandals_Brown;recKcwcRvNmKyJ2XC;Shoes;Sandals;Brown;Single-coloured;Summer, Spring;Anna Field;Women
Shoes_Sandals_Gold;reclwBpWeMRAgweK2;Shoes;Sandals;Gold;Single-coloured;Summer, Spring;Geox;Women
Shoes_Sandals_Pink;rec8Ab5UaZhlmU5vs;Shoes;Sandals;Pink;Single-coloured;Summer, Spring;Clarks;Women
Shoes_Sandals_White;rechOWqWQlZCa2QFv;Shoes;Sandals;White;Single-coloured;Summer, Spring;Nova;Women
Shoes_Sandals_White;recmJayrFHvv4oRCH;Shoes;Sandals;White;Single-coloured;Summer, Spring;Jimmy Cho;Women
Shoes_Sandals_White;recX4piO623PlIP4y;Shoes;Sandals;White;Single-coloured;Summer, Spring;Ralph Lauren;Women
Shoes_Sandals_Black;recfEoWUldwEoCg7s;Shoes;Sandals;Black;Single-coloured;Summer, Spring;Clarks;Women
Shoes_Sandals_Beige;rec4JnZX5e7IDXwbJ;Shoes;Sandals;Beige;Single-coloured;Summer, Spring;&Other Stories;Women
Shoes_Sandals_Beige;recWciFATDzMNHATH;Shoes;Sandals;Beige;Floral;Summer, Spring;Temu;Women
Shoes_Sandals_Gold;recL68HSkv4BQ2Gxg;Shoes;Sandals;Gold;Floral;Summer, Spring;Lascana;Women
Shoes_Sandals_Beige;recnhncXbpQB08dzs;Shoes;Sandals;Beige;Floral;Summer, Spring;KHARISMA;Women
Shoes_Sandals_Black;recEcl7UQ10Wfpynp;Shoes;Sandals;Black;Floral;Summer, Spring;Bol;Women
Shoes_Trainers_Black;recf7nXhS9bK6c1XE;Shoes;Trainers;Black;Single-coloured;Spring, Winter, Summer, Autumn;Calvin Klein;Women
Shoes_Trainers_White, Green;recrRmbU0KGK0A5yg;Shoes;Trainers;White, Green;Single-coloured;Spring, Winter, Summer, Autumn;Claudie Pierlot;Women
Shoes_Trainers_White, Pink;recOc3Hh5zmueamtd;Shoes;Trainers;White, Pink;Single-coloured;Spring, Winter, Summer, Autumn;Hub;Women
Shoes_Trainers_White, Red, Beige;recxZIzSuTqaRg6Hn;Shoes;Trainers;White, Red, Beige;Single-coloured;Spring, Winter, Summer, Autumn;Ted Baker;Women
Shoes_Trainers_Black;recfWgyJ2W9n8rqHT;Shoes;Trainers;Black;Single-coloured;Spring, Winter, Summer, Autumn;Calvin Klein;Women
Shoes_Trainers_Black;recNDmXrL87d7Q2Mh;Shoes;Trainers;Black;Single-coloured;Spring, Winter, Summer, Autumn;Ralph Lauren;Women
Shoes_Trainers_Black;recqxVomBSYdRlENn;Shoes;Trainers;Black;Single-coloured;Spring, Winter, Summer, Autumn;Isabel Bernard;Women
Shoes_Trainers_White;recrpT36Is4FP2OUK;Shoes;Trainers;White;Single-coloured;Spring, Winter, Summer, Autumn;New Balance;Women
Shoes_Trainers_Beige, Red, White;recqyddHLo9KVQhnH;Shoes;Trainers;Beige, Red, White;Single-coloured;Spring, Winter, Summer, Autumn;Desigual;Women
Shoes_Trainers_Beige, Red, White;recNV180jrhVaJTGy;Shoes;Trainers;Beige, Red, White;Single-coloured;Spring, Winter, Summer, Autumn;Nova;Women
Shoes_Trainers_Beige, White;recoIyuJz7oKSTk3v;Shoes;Trainers;Beige, White;Single-coloured;Spring, Winter, Summer, Autumn;mtng;Women
Shoes_Trainers_Beige, Red, White;recPUo0rqTHQlhi2G;Shoes;Trainers;Beige, Red, White;Single-coloured;Spring, Winter, Summer, Autumn;FP;Women
Shoes_Trainers_White, Blue;reclmdQXq0H1CuOkc;Shoes;Trainers;White, Blue;;Spring, Summer, Autumn, Winter;Asics;Any
Shoes_Sandals_Beige;rec1YiG9sVajBNHKL;Shoes;Sandals;Beige;Single-coloured;Spring, Summer;ZARA;Women
Shoes_Sandals_Pink;recTyUlNuxxgrDijZ;Shoes;Sandals;Pink;Single-coloured;Summer, Spring;ZARA;Women
Shoes_Slip-ons_Beige;recba1MULIKmbRcSt;Shoes;Slip-ons;Beige;Single-coloured;Summer, Spring;ZARA;Women
Shoes_Boots_Black, Brown;recXw9kTRbPGpvo9C;Shoes;Boots;Black, Brown;Animal print;Winter, Autumn, Spring;M&S;Women
Shoes_Slides_Green;recp4rXaDFCOSl6Jw;Shoes;Slides;Green;Single-coloured;Spring, Summer;M&S;Women
Shoes_Heels_Red;recXB5myJGqDAX8OY;Shoes;Heels;Red;Single-coloured;Spring, Summer, Autumn;River Island;Women
Shoes_Heels_Blue;receSfTlJHJkAbONr;Shoes;Heels;Blue;Single-coloured;Spring, Summer, Autumn, Winter;M&S;Women
Shoes_Boots_Green;recgIBh6rs7yY8TzJ;Shoes;Boots;Green;Single-coloured;Spring, Autumn;River Island;Women
Shoes_Trainers_Pink, White;recmcf7WTU09yF7x9;Shoes;Trainers;Pink, White;Pinstripe;Spring, Autumn, Winter, Summer;adidas;Women
Shoes_Boots_Green, Black;recJGVKLp0Kzm7tUe;Shoes;Boots;Green, Black;Single-coloured;Summer, Winter;Oakley;Men
Shoes_Boots_Black;recTwF4K06l2vHnNJ;Shoes;Boots;Black;Single-coloured;Summer, Winter;Dr Martens;Men
Shoes_Boots_Black;recGYfZ1Hun73Ffc3;Shoes;Boots;Black;Single-coloured;Summer, Winter;Canguro;Men
