Product Title,Product ID,Main Category,Subcategory,Colors,Patterns,Season,Brands,Gender,Hue,Saturation,Value
"Accessories_Jewellery_Silver, Blue",recAKe0guznRw88xg,Accessories,Jewellery,"Silver, Blue",N.a.,"Winter, Autumn, Spring, Summer",Burberry,Any,107.0,43.0,53.0
Dresses_n.a._Purple,recnuALY9odC6lH13,Dresses,n.a.,Purple,Single-coloured,"Summer, Spring",My Jewellery,Women,7.0,196.0,60.0
Dresses_n.a._Blue,rec5tPW18B2uN94dL,Dresses,n.a.,Blue,Single-coloured,Summer,Cider,Women,100.0,28.0,54.0
Dresses_n.a._Green,reckGIVtbP5IkXJpJ,Dresses,n.a.,Green,Single-coloured,Summer,Maje Rome,Women,65.0,31.0,50.0
Dresses_n.a._Yellow,rec0GHE6k1a4Eve4o,Dresses,n.a.,Yellow,Single-coloured,Summer,Mango,Women,28.0,96.0,45.0
"Dresses_n.a._Yellow, White, Brown",recffACzP3Bz9Ur5t,Dresses,n.a.,"Yellow, White, Brown",Animal print,Summer,Mango,Women,19.0,110.0,37.0
"Dresses_n.a._Green, Yellow",recVhodwgV7sGPkrp,Dresses,n.a.,"Green, Yellow",Floral,"Spring, Summer",Mango,Women,25.0,61.0,50.0
"Dresses_n.a._Green, White",recMJggwxuSpCfVhT,Dresses,n.a.,"Green, White",Floral,Summer,Monsoon,Women,64.0,71.0,50.0
"Dresses_n.a._Blue, White, Red",recjDHh108705XBic,Dresses,n.a.,"Blue, White, Red",Dots,"Summer, Spring",Monsoon,Women,138.0,44.0,29.0
"Dresses_n.a._Red, Green, Brown, Blue",recAcy4dopCjIH8dv,Dresses,n.a.,"Red, Green, Brown, Blue",Floral,"Spring, Summer",Zimmerman,Women,5.0,132.0,95.0
Dresses_n.a._Red,recotdMdUrimqpPts,Dresses,n.a.,Red,Single-coloured,Summer,ZARA,Women,7.0,177.0,26.0
"Dresses_n.a._Orange, Yellow, Pink",recehvTRIGVzC0l5T,Dresses,n.a.,"Orange, Yellow, Pink",Floral,Summer,ZARA,Women,19.0,140.0,40.0
Dresses_n.a._Blue,reciQB5gb3XEq4Ag1,Dresses,n.a.,Blue,Single-coloured,Summer,ZARA,Women,98.0,202.0,48.0
Trousers_Jeans_Blue,recCZr5VNhZA3gLO1,Trousers,Jeans,Blue,Single-coloured,"Spring, Summer, Winter, Autumn",Samsoe and Samsoe,Women,103.0,94.0,65.0
Trousers_Trousers_White,recNNwF0ftz4iZ0ji,Trousers,Trousers,White,Single-coloured,"Spring, Summer, Autumn",Samsoe and Samsoe,Women,25.0,21.0,72.0
Trousers_Trousers_Orange,rec0KKUoLEj3BSf8O,Trousers,Trousers,Orange,Floral,"Spring, Summer, Autumn",Object,Women,4.0,145.0,60.0
"Trousers_Trousers_Black, White",recjpyyla3ffCHkhs,Trousers,Trousers,"Black, White",Single-coloured,"Spring, Summer, Autumn",LOAVIES,Women,30.0,22.0,35.0
Trousers_Trousers_Silver,recFh7G2ZuicqjSbT,Trousers,Trousers,Silver,Single-coloured,"Spring, Summer, Winter, Autumn",Maje ,Women,15.0,7.0,70.0
Trousers_Trousers_Yellow,rec3lIX4G8O6QlgBg,Trousers,Trousers,Yellow,Single-coloured,"Spring, Summer",Mango,Women,27.0,78.0,72.0
Trousers_Trousers_Grey,recWfPc1r3APH52b1,Trousers,Trousers,Grey,Single-coloured,"Spring, Summer, Winter, Autumn",ONLY,Women,30.0,11.0,46.0
Trousers_Trousers_White,rec4gjkpnBnfLjZKh,Trousers,Trousers,White,Single-coloured,"Spring, Summer, Autumn",H&M,Women,14.0,47.0,71.0
Trousers_Trousers_Black,recfhcAxXxLiHi7Yd,Trousers,Trousers,Black,Single-coloured,"Spring, Summer, Winter, Autumn",America Today,Women,135.0,46.0,11.0
Trousers_Shorts_Black,recjBy1XBjQDytIMc,Trousers,Shorts,Black,Single-coloured,"Summer, Spring",H&M,Women,150.0,18.0,14.0
Trousers_Trousers_Grey,recCLBA3CwTXoGSJI,Trousers,Trousers,Grey,Single-coloured,"Spring, Summer, Winter, Autumn",The Frankie Shop,Women,110.0,26.0,29.0
Trousers_Shorts_Blue,reck6iw5b08i4NxEj,Trousers,Shorts,Blue,Single-coloured,"Spring, Summer",Levi's,Women,104.0,44.0,86.0
Trousers_Trousers_Blue,recRs1AtMTKZ7z5Pp,Trousers,Trousers,Blue,Single-coloured,"Spring, Summer, Winter, Autumn",BOSS,Men,111.0,89.0,20.0
"Trousers_Trousers_Blue, Black",rec6U1RNQAFL55j0f,Trousers,Trousers,"Blue, Black",Single-coloured,"Spring, Summer, Winter, Autumn",Stieglitz,Women,100.0,96.0,24.0
Trousers_Trousers_White,recugDJf2vliySCdJ,Trousers,Trousers,White,Single-coloured,"Spring, Summer, Winter, Autumn",BOSS,Men,18.0,48.0,64.0
Trousers_Trousers_White,recgUV2h7lPBHEw4M,Trousers,Trousers,White,Single-coloured,"Spring, Summer, Winter, Autumn",Toteme,Women,21.0,36.0,91.0
Trousers_Trousers_Green,recNfjfVTOlE4bLpv,Trousers,Trousers,Green,Single-coloured,"Spring, Summer, Winter, Autumn",Peak Performance,Men,30.0,40.0,19.0
Trousers_Jumpsuits_Red,recSV4LMGU4mQA39O,Trousers,Jumpsuits,Red,Single-coloured,"Spring, Summer, Winter, Autumn",REISS,Women,179.0,224.0,33.0
Trousers_Shorts_Blue,recxKh3drOE2Bg9yw,Trousers,Shorts,Blue,Single-coloured,"Spring, Summer",Marc O'Polo,Men,106.0,53.0,53.0
Trousers_Trousers_Green,recvInXMcwiU6dNCK,Trousers,Trousers,Green,Single-coloured,"Spring, Summer, Winter, Autumn",Tiger of Sweden,Men,23.0,52.0,39.0
Trousers_Jeans_Grey,reciRwY4bELmGcLY4,Trousers,Jeans,Grey,Single-coloured,"Spring, Summer, Winter, Autumn",COS,Men,0.0,0.0,65.0
Trousers_Trousers_Green,recHSkfzsFAHKgteg,Trousers,Trousers,Green,Single-coloured,"Spring, Summer, Winter, Autumn",United Colors of Benetton,Men,26.0,82.0,25.0
Trousers_Trousers_Beige,recjmXIZaUTCxe8mS,Trousers,Trousers,Beige,Single-coloured,"Spring, Summer, Winter, Autumn",VANS,Men,18.0,83.0,74.0
Trousers_Shorts_Green,recujNE93AcytJ1ES,Trousers,Shorts,Green,Single-coloured,"Spring, Summer",Hollister,Men,25.0,60.0,55.0
Trousers_Trousers_Green,recaVKECnz357ueSU,Trousers,Trousers,Green,Single-coloured,"Spring, Summer, Winter, Autumn",Brandit,Men,20.0,55.0,42.0
Trousers_Trousers_Grey,recZ8uN3Dwd4vqVhn,Trousers,Trousers,Grey,Single-coloured,"Spring, Summer, Winter, Autumn",Bershka,Men,15.0,8.0,65.0
Trousers_Shorts_Blue,recGpjghk0IEh7E4r,Trousers,Shorts,Blue,Single-coloured,"Spring, Summer",Jack & Jones,Men,102.0,55.0,102.0
Trousers_Jeans_Blue,recRv2ybpy4e13X5j,Trousers,Jeans,Blue,Single-coloured,"Spring, Summer, Winter, Autumn",Levi's,Men,107.0,77.0,86.0
Trousers_Trousers_Grey,rectzNeDOLme6hOsv,Trousers,Trousers,Grey,Single-coloured,"Spring, Summer, Winter, Autumn",Colorful Standard,Men,60.0,6.0,43.0
Trousers_Jeans_Grey,rec7VS7TIw6pAX7XZ,Trousers,Jeans,Grey,Single-coloured,"Spring, Summer, Winter, Autumn",Levi's,Men,150.0,14.0,36.0
Trousers_Trousers_Beige,recdD2l2pkbKUuOVw,Trousers,Trousers,Beige,Single-coloured,"Spring, Summer, Winter, Autumn",Dockers,Men,19.0,87.0,50.0
Trousers_Trousers_Black,rec9URkpcWuNUO5Mj,Trousers,Trousers,Black,Single-coloured,"Spring, Summer, Winter, Autumn",COS,Men,0.0,0.0,25.0
Trousers_Trousers_Blue,recKwrtg2Tl2EuVZh,Trousers,Trousers,Blue,Single-coloured,"Spring, Summer, Winter, Autumn",Jack & Jones,Men,111.0,131.0,41.0
Trousers_Trousers_White,rec5TShfrosraOaUQ,Trousers,Trousers,White,Single-coloured,"Spring, Summer, Winter, Autumn",Samsoe Samsoe,Men,17.0,33.0,70.0
Trousers_Shorts_Blue,recQtrtVu8CMwzeBY,Trousers,Shorts,Blue,Single-coloured,"Spring, Summer",Mr Marvis,Men,112.0,94.0,30.0
Trousers_Trousers_White,recXXsdrSaZRlqwFN,Trousers,Trousers,White,Single-coloured,"Spring, Summer, Winter, Autumn",Mango,Men,15.0,19.0,81.0
Trousers_Trousers_Beige,recpT02ItDKaWVpxy,Trousers,Trousers,Beige,Single-coloured,"Spring, Summer, Winter, Autumn",Mango,Men,16.0,57.0,99.0
Trousers_Jeans_White,recvNa1v1KdIyXVKk,Trousers,Jeans,White,Single-coloured,"Spring, Summer, Winter, Autumn",Abercrombie & Fitch,Men,17.0,24.0,95.0
Trousers_Shorts_White,recL8cXYDTSWAeU6E,Trousers,Shorts,White,Single-coloured,"Summer, Spring",Zara,Men,20.0,25.0,31.0
Trousers_Shorts_White,recMN0cUjo3DkMwyg,Trousers,Shorts,White,Single-coloured,"Summer, Spring",Zara,Men,15.0,27.0,38.0
Trousers_Trousers_Blue,recw7PUgQJGOQZQxe,Trousers,Trousers,Blue,Single-coloured,"Spring, Winter, Summer, Autumn",Cider,Women,106.0,50.0,56.0
Trousers_Trousers_Green,recHmhv4pFkWOpapD,Trousers,Trousers,Green,Single-coloured,"Spring, Winter, Summer, Autumn",Cider,Women,53.0,61.0,54.0
Trousers_Trousers_Green,reczvhdchS0QxROmh,Trousers,Trousers,Green,Single-coloured,"Spring, Winter, Summer, Autumn",Cider,Women,47.0,77.0,30.0
Trousers_Trousers_Green,recYl0v0ci3DWdYHR,Trousers,Trousers,Green,Single-coloured,"Spring, Winter, Summer, Autumn",Ted Baker,Women,90.0,122.0,25.0
Trousers_Trousers_Green,recYIASEYBR0wSV2L,Trousers,Trousers,Green,Single-coloured,"Spring, Winter, Summer, Autumn",Peek Cloppenburg,Women,0.0,0.0,17.0
Trousers_Trousers_Brown,recncGghbBftJ9XCr,Trousers,Trousers,Brown,Single-coloured,"Spring, Winter, Summer, Autumn",Guido Maria,Women,5.0,120.0,36.0
Trousers_Trousers_Red,recF50Cmp84vO2hqw,Trousers,Trousers,Red,Single-coloured,"Spring, Winter, Summer, Autumn",Anna Field,Women,179.0,170.0,42.0
Trousers_Trousers_White,recZaki8gu1CRIAv3,Trousers,Trousers,White,Single-coloured,"Spring, Winter, Summer, Autumn",&Other Stories,Women,19.0,33.0,84.0
Trousers_Trousers_Grey,recVkn12yc4h7llrU,Trousers,Trousers,Grey,Single-coloured,"Spring, Winter, Summer, Autumn",Cider,Women,60.0,10.0,26.0
Trousers_Trousers_Blue,recdoxLEziygk1Mv0,Trousers,Trousers,Blue,Single-coloured,"Spring, Winter, Summer, Autumn",Anna Field,Women,120.0,102.0,20.0
Trousers_Trousers_Grey,recbSEzE4NXqeJNhU,Trousers,Trousers,Grey,Single-coloured,"Spring, Winter, Summer, Autumn",Weekday,Women,17.0,40.0,45.0
Trousers_Trousers_Pink,recmcXuHjrTm8l4DB,Trousers,Trousers,Pink,Single-coloured,"Spring, Winter, Summer, Autumn",Cider,Women,170.0,154.0,68.0
Trousers_Trousers_Black,recInTeqwzrARTnPk,Trousers,Trousers,Black,Single-coloured,"Spring, Winter, Summer, Autumn",Pull&Bear,Women,0.0,0.0,7.0
Trousers_Trousers_Green,recGKQLGdtFVF0xkA,Trousers,Trousers,Green,Single-coloured,"Spring, Winter, Summer, Autumn",COS,Women,62.0,139.0,92.0
Trousers_Trousers_Black,recdXyqP4k8xp9K0j,Trousers,Trousers,Black,Single-coloured,"Spring, Winter, Summer, Autumn",United Colors of Benetton,Women,118.0,136.0,30.0
Trousers_Trousers_Beige,rece0iQ4fN9uiJj5G,Trousers,Trousers,Beige,Single-coloured,"Spring, Winter, Summer, Autumn",Liu Jo,Women,15.0,40.0,76.0
Trousers_Trousers_Blue,recqhr2oeX7yVUyCB,Trousers,Trousers,Blue,Floral,"Spring, Summer",Harembroek,Women,116.0,71.0,25.0
Trousers_Trousers_Blue,recth9Veteu1ZPwNG,Trousers,Trousers,Blue,Floral,"Spring, Summer",Cider,Women,110.0,43.0,53.0
"Trousers_Trousers_Blue, White",rec7h0GE2BQAtCXCK,Trousers,Trousers,"Blue, White",Floral,"Spring, Summer",Casis,Women,20.0,14.0,55.0
Trousers_Trousers_Beige,rec2swZNELFsHdtWZ,Trousers,Trousers,Beige,Floral,"Spring, Summer",C&A,Women,20.0,36.0,84.0
"Trousers_Trousers_Beige, Brown",recfVzdtvsuBPWif0,Trousers,Trousers,"Beige, Brown",Floral,"Spring, Summer",Lascana,Women,11.0,83.0,43.0
"Trousers_Trousers_Blue, Beige",recZmk3yvDdbGSonL,Trousers,Trousers,"Blue, Beige",Floral,"Spring, Summer",Cider,Women,90.0,16.0,47.0
"Trousers_Trousers_Red, Beige, Brown",recrDy734kTlRSeaM,Trousers,Trousers,"Red, Beige, Brown",Floral,"Spring, Summer",PQ,Women,12.0,52.0,49.0
"Trousers_Trousers_Red, Brown",recBiUpnZK4sPnZCA,Trousers,Trousers,"Red, Brown",Floral,"Spring, Summer",O&C,Women,8.0,127.0,54.0
Trousers_Jeans_Black,recCOPnoMQ2GVOQf6,Trousers,Jeans,Black,Single-coloured,"Spring, Winter, Summer, Autumn",Pull&Bear,Women,0.0,0.0,4.0
Trousers_Jeans_Blue,rec7ajjMDtXohzNqa,Trousers,Jeans,Blue,Single-coloured,"Spring, Winter, Summer, Autumn",G-Star,Women,107.0,57.0,63.0
Trousers_Jeans_Blue,recLYMrsQLNEqHPK9,Trousers,Jeans,Blue,Single-coloured,"Spring, Winter, Summer, Autumn",Levi's,Women,106.0,84.0,58.0
Trousers_Jeans_Blue,recRtLycHiD2tMmpa,Trousers,Jeans,Blue,Single-coloured,"Spring, Winter, Summer, Autumn",NA-KD,Women,103.0,36.0,86.0
Trousers_Jeans_Blue,recPdTzRfmlXtGOhT,Trousers,Jeans,Blue,Single-coloured,"Spring, Winter, Summer, Autumn",H&M,Women,106.0,56.0,59.0
Trousers_Jeans_Blue,recEKtaDU2cQUwbC1,Trousers,Jeans,Blue,Single-coloured,"Spring, Winter, Summer, Autumn",Brax,Women,111.0,107.0,38.0
Trousers_Jeans_Blue,reciKb4OTvfaBAOQN,Trousers,Jeans,Blue,Single-coloured,"Spring, Winter, Summer, Autumn",Calvin Klein,Women,107.0,88.0,78.0
Trousers_Jeans_Blue,rec8mXLAvHdcSixQR,Trousers,Jeans,Blue,Single-coloured,"Spring, Winter, Summer, Autumn",Calvin Klein,Women,107.0,98.0,83.0
Trousers_Jeans_Blue,recjbPHsC0gJnMw27,Trousers,Jeans,Blue,Single-coloured,"Spring, Winter, Summer, Autumn",JJXX,Women,113.0,146.0,21.0
Trousers_Jeans_Blue,rec5SWM43HRmMiTBg,Trousers,Jeans,Blue,Single-coloured,"Spring, Winter, Summer, Autumn",Ralph Lauren,Women,113.0,68.0,15.0
Trousers_Jeans_Blue,rec3vqDK9grCui0yN,Trousers,Jeans,Blue,Single-coloured,"Spring, Winter, Summer, Autumn",Calvin Klein,Women,10.0,113.0,52.0
Trousers_Jeans_Blue,recoX1aCLQLiwkIKi,Trousers,Jeans,Blue,Single-coloured,"Spring, Winter, Summer, Autumn",Long Tall Sally,Women,111.0,66.0,27.0
Trousers_Jeans_Blue,reciPfaB4RGqIN3Vk,Trousers,Jeans,Blue,Single-coloured,"Spring, Winter, Summer, Autumn",Lee,Women,113.0,97.0,21.0
Trousers_Jeans_Blue,recmzW1ZAx2gBZN84,Trousers,Jeans,Blue,Single-coloured,"Spring, Winter, Summer, Autumn",BOSS,Women,107.0,81.0,63.0
Trousers_Jeans_Blue,recqpwCp9CuePEgfL,Trousers,Jeans,Blue,Single-coloured,"Spring, Winter, Summer, Autumn",Bohemian Traders,Women,103.0,31.0,58.0
Trousers_Jeans_Blue,rechixPaEA7p7HGj6,Trousers,Jeans,Blue,Dots,"Spring, Winter, Summer, Autumn",Peek Cloppenburg,Women,109.0,119.0,30.0
Trousers_Jeans_Blue,rec6FjMVA3lGrb9wj,Trousers,Jeans,Blue,Dots,"Spring, Winter, Summer, Autumn",Tommy Jeans,Women,108.0,140.0,42.0
"Trousers_Jeans_Blue, Beige",recErFdXogWnDWK5o,Trousers,Jeans,"Blue, Beige",Geometric,"Spring, Winter, Summer, Autumn",Levi's,Women,105.0,31.0,65.0
"Trousers_Jeans_White, Pink",recRSE3xNYymbHHp7,Trousers,Jeans,"White, Pink",Dots,"Spring, Winter, Summer, Autumn",Cider,Women,5.0,39.0,78.0
"Trousers_Jeans_Blue, White",recSpXGJmSBmKvT0z,Trousers,Jeans,"Blue, White",Geometric,"Spring, Winter, Summer, Autumn",The Ragged Priest,Women,107.0,64.0,76.0
"Trousers_Jeans_Blue, White",receOVpXVgl1Su6MJ,Trousers,Jeans,"Blue, White",Single-coloured,"Spring, Winter, Summer, Autumn",Diesel,Women,30.0,19.0,80.0
"Trousers_Jeans_Black, Red",recAoErFvJeY4vu9d,Trousers,Jeans,"Black, Red",Floral,"Spring, Winter, Summer, Autumn", Buffalo,Women,4.0,43.0,42.0
"Trousers_Jeans_Blue, Pink",recbkkbYMLbTUOLbs,Trousers,Jeans,"Blue, Pink",Geometric,"Spring, Winter, Summer, Autumn",Marni,Women,120.0,39.0,46.0
"Trousers_Jeans_Blue, Beige, Brown",recMVTCjvaJJLUQTy,Trousers,Jeans,"Blue, Beige, Brown",Geometric,"Spring, Winter, Summer, Autumn",Cider,Women,23.0,62.0,37.0
"Trousers_Shorts_Blue, White",reckfeuDfG20TFR6M,Trousers,Shorts,"Blue, White",Horizontal stripes,Summer,Only,Women,120.0,37.0,109.0
Trousers_Shorts_Blue,recSYjb2Q8w02KWdf,Trousers,Shorts,Blue,Single-coloured,Summer,Cider,Women,108.0,57.0,58.0
Trousers_Shorts_White,recsBG6iee4l0WAAB,Trousers,Shorts,White,Single-coloured,Summer,Bershka,Women,0.0,0.0,51.0
Trousers_Shorts_Beige,recUGBU4qLx17sP2Y,Trousers,Shorts,Beige,Single-coloured,Summer,Cider,Women,25.0,16.0,95.0
Trousers_Shorts_Beige,recFcEIUlAsiv2zJz,Trousers,Shorts,Beige,Single-coloured,Summer,Cider,Women,18.0,25.0,102.0
"Trousers_Shorts_Beige, White",recdEccKneYf02eQc,Trousers,Shorts,"Beige, White",Single-coloured,Summer,H&M,Women,16.0,29.0,98.0
Trousers_Shorts_Green,recx9RiuQMJMVeKyI,Trousers,Shorts,Green,Single-coloured,Summer,United Colors of Benetton,Women,52.0,65.0,98.0
Trousers_Shorts_Beige,rec7yy1b61NNTtP48,Trousers,Shorts,Beige,Single-coloured,Summer,Only,Women,18.0,35.0,95.0
Trousers_Shorts_Black,recDKMb2S2OskZSEc,Trousers,Shorts,Black,Single-coloured,Summer,Monki,Women,0.0,0.0,19.0
Trousers_Shorts_Beige,recZClDpFw8qqBcze,Trousers,Shorts,Beige,Single-coloured,Summer,Bol,Women,23.0,15.0,154.0
Trousers_Shorts_Beige,recNeKgEneVhERBHF,Trousers,Shorts,Beige,Single-coloured,Summer,Object,Women,16.0,60.0,81.0
Trousers_Shorts_White,rec1z9e0NEpT1o4mm,Trousers,Shorts,White,Single-coloured,Summer,Cider,Women,15.0,11.0,94.0
"Trousers_Shorts_Beige, Orange",recjpAwyNY8fnf66h,Trousers,Shorts,"Beige, Orange",Floral,Summer,Cider,Women,20.0,56.0,95.0
Trousers_Shorts_Red,reckMpxuygRYst6la,Trousers,Shorts,Red,Floral,Summer,Superdry,Women,4.0,138.0,87.0
"Trousers_Shorts_Blue, Beige",recTn834ee50Xfb79,Trousers,Shorts,"Blue, Beige",Floral,Summer,Zaful,Women,105.0,13.0,77.0
"Trousers_Shorts_Red, Black",recikw7QZr5nPmlDX,Trousers,Shorts,"Red, Black",Floral,Summer,Guido Maria,Women,0.0,63.0,57.0
"Trousers_Shorts_Red, Beige",recTVEOt1YMawh5WW,Trousers,Shorts,"Red, Beige",Floral,Summer,Cider,Women,4.0,64.0,84.0
"Trousers_Shorts_Red, Black",recw9nUeVa9lomBsy,Trousers,Shorts,"Red, Black",Floral,Summer,Vero Moda,Women,0.0,90.0,68.0
Trousers_Boots_Beige,recYDEqLiUaaO1nwd,Trousers,Trousers,Beige,Single-coloured,"Spring, Autumn, Summer",REISS,Women,24.0,19.0,68.0
Trousers_Boots_Beige,recwINyLPWcbm1zq1,Trousers,Trousers,Beige,Single-coloured,"Spring, Autumn, Summer",Calvin Klein,Women,20.0,9.0,83.0
Trousers_Boots_Beige,recLFt0MrCbwUpgNl,Trousers,Trousers,Beige,Single-coloured,"Spring, Autumn, Summer",MYTHERESA,Women,17.0,44.0,81.0
Trousers_Boots_Beige,reci65yL3FKDto5Xg,Trousers,Trousers,Beige,Single-coloured,"Spring, Autumn, Summer",Hebe Studio,Women,19.0,52.0,84.0
Trousers_Boots_Black,recXb64IVCyFuXEeN,Trousers,Trousers,Black,Single-coloured,"Spring, Autumn, Summer",The Outnet,Women,0.0,0.0,8.0
Trousers_Boots_Black,recyz2fwrKA2Hjqqm,Trousers,Trousers,Black,Single-coloured,"Spring, Autumn, Summer",ONLY,Women,120.0,26.0,10.0
Trousers_Boots_Black,recdocnTyExAQhIXI,Trousers,Trousers,Black,Single-coloured,"Spring, Autumn, Summer", Cinque,Women,15.0,30.0,17.0
Trousers_Boots_Black,reccKo308Ai7flp46,Trousers,Trousers,Black,Single-coloured,"Spring, Autumn, Summer",REISS,Women,15.0,36.0,14.0
"Trousers_Boots_Brown, Beige",rec2UP7xTLoYtQHMo,Trousers,Trousers,"Brown, Beige",Single-coloured,"Spring, Autumn, Summer",Zaful,Women,,,
"Trousers_Boots_Brown, Beige",recKk9B3X0gcaOVNd,Trousers,Trousers,"Brown, Beige",Floral,"Spring, Autumn, Summer",My Jewellery,Women,8.0,125.0,47.0
Trousers_Boots_Green,recEmvMHOeg1uPCmR,Trousers,Trousers,Green,Single-coloured,"Spring, Autumn, Summer",Cider,Women,83.0,54.0,19.0
Trousers_Boots_Pink,recwSSvF27aytV0Hc,Trousers,Trousers,Pink,Single-coloured,"Spring, Autumn, Summer",Cider,Women,0.0,60.0,64.0
"Trousers_Trousers_White, Blue",recl3Vs9dY0GjEHPy,Trousers,Trousers,"White, Blue",Floral,"Spring, Summer, Autumn",ZARA,Women,102.0,64.0,40.0
Trousers_Trousers_Green,recfCzD5C1kirWJV5,Trousers,Trousers,Green,Single-coloured,"Spring, Autumn, Summer, Winter",M&S,Women,78.0,56.0,59.0
"Trousers_Trousers_Yellow, White",recZGTKJEVwluEt6x,Trousers,Trousers,"Yellow, White",Pinstripe,"Spring, Summer, Autumn",M&S,Women,33.0,160.0,102.0
Trousers_Trousers_Blue,recGHtqtOcHDIMFVJ,Trousers,Trousers,Blue,Single-coloured,"Spring, Summer, Autumn",M&S,Women,114.0,183.0,67.0
Trousers_Trousers_White,recbw27MUcp8TTJdP,Trousers,Trousers,White,Single-coloured,"Spring, Summer, Autumn",M&S,Women,30.0,6.0,90.0
Trousers_Trousers_Orange,recEZLudhlbPDXWz6,Trousers,Trousers,Orange,Single-coloured,"Spring, Summer, Autumn",M&S,Women,11.0,114.0,96.0
Trousers_Trousers_Black,recZb2CtRDpC1dr67,Trousers,Trousers,Black,Single-coloured,"Autumn, Spring, Winter",The Frankie Shop,Women,0.0,0.0,17.0
Trousers_Trousers_White,recaX66wTLS0qMSAu,Trousers,Trousers,White,Single-coloured,"Spring, Summer",Fabiana Filipi,Women,18.0,16.0,161.0
Trousers_Trousers_Black,recn3PjGHHMWn9Eqc,Trousers,Trousers,Black,Single-coloured,"Summer, Spring, Autumn, Winter",Gauge81,Women,0.0,0.0,6.0
Trousers_Trousers_Pink,rec4wT0qkTBeW4wVW,Trousers,Trousers,Pink,Single-coloured,"Summer, Spring, Autumn",Michael Kors,Women,178.0,89.0,89.0
Trousers_Trousers_Green,reczcwfFSzYPuMuzF,Trousers,Trousers,Green,Single-coloured,"Summer, Spring, Winter, Autumn",ZARA,Women,30.0,20.0,39.0
Trousers_Trousers_Brown,rec3Xidm9oR2gQ4jz,Trousers,Trousers,Brown,Single-coloured,"Summer, Spring, Autumn",ZARA,Women,,,
Trousers_Trousers_Green,recGprzRlTYdxuA32,Trousers,Trousers,Green,Single-coloured,"Summer, Spring, Autumn",ZARA,Women,45.0,36.0,28.0
"Trousers_Trousers_Green, Beige, Brown, White",recLN5guj2GRJHGqj,Trousers,Trousers,"Green, Beige, Brown, White",Geometric,"Summer, Spring, Autumn",ZARA,Women,18.0,50.0,51.0
Trousers_Trousers_Beige,recBwTx6bT7SZAl7p,Trousers,Trousers,Beige,Single-coloured,"Summer, Spring, Autumn, Winter",ZARA,Women,15.0,56.0,55.0
Trousers_Trousers_Orange,recQA2lwKV2PDaEDU,Trousers,Trousers,Orange,Single-coloured,"Summer, Spring, Autumn, Winter",ZARA,Women,12.0,141.0,47.0
Trousers_Shorts_Orange,rec7xe1nwrkxONyuQ,Trousers,Shorts,Orange,Single-coloured,"Summer, Spring",M&S,Women,9.0,171.0,100.0
"Trousers_Trousers_Black, White",recSZIMspq9vUC74t,Trousers,Trousers,"Black, White",Dots,"Summer, Spring",M&S,Women,30.0,4.0,60.0
"Trousers_Trousers_Black, White",recneI8htj3yODsbK,Trousers,Trousers,"Black, White",Geometric,"Summer, Spring, Autumn",ZARA,Women,20.0,15.0,52.0
Trousers_Trousers_Orange,reck3WaT6uC9KLEir,Trousers,Trousers,Orange,Single-coloured,"Summer, Spring, Autumn, Winter",ZARA,Women,5.0,227.0,64.0
"Trousers_Trousers_Black, Beige",rec7lOmBEf92HrdrY,Trousers,Trousers,"Black, Beige",Pinstripe,"Summer, Spring, Autumn, Winter",ZARA,Women,15.0,43.0,24.0
Trousers_Trousers_Pink,recRORn3YhskvwNHE,Trousers,Trousers,Pink,Single-coloured,"Summer, Spring, Winter, Autumn",ZARA,Women,165.0,239.0,49.0
"Trousers_Trousers_Black, White",rec04buQLMYPo0DMw,Trousers,Trousers,"Black, White",Dots,"Summer, Spring, Autumn, Winter",ZARA,Women,0.0,0.0,14.0
"Trousers_Trousers_White, Green",recYHgSULBo2RY9ET,Trousers,Trousers,"White, Green",Dots,"Summer, Spring, Autumn, Winter",ZARA,Women,40.0,64.0,24.0
"Trousers_Trousers_White, Pink, Beige",reca1UN7vxvhL7oKB,Trousers,Trousers,"White, Pink, Beige",Floral,"Summer, Spring, Autumn",We Are Kindred,Women,15.0,35.0,88.0
"Trousers_Trousers_Red, Orange, White",rec0GFdskGLVPkQPn,Trousers,Trousers,"Red, Orange, White",Other,"Summer, Spring",Lenny Niemeyer,Women,6.0,118.0,82.0
Trousers_Trousers_Green,recMqENnKMRr5pCZh,Trousers,Trousers,Green,Single-coloured,"Summer, Spring",Mr Marvis,Men,69.0,25.0,71.0
Trousers_Trousers_Green,recceB8pYkRwsSoBH,Trousers,Trousers,Green,Single-coloured,"Summer, Spring, Winter, Autumn",Urban Outfitters,Men,91.0,228.0,57.0
Trousers_Trousers_Blue,recZzPIbgtuw2QASa,Trousers,Trousers,Blue,Single-coloured,"Summer, Spring, Autumn",Toast,Men,101.0,80.0,80.0
Trousers_Trousers_Black,rec9fj3NNna9MBsqa,Trousers,Trousers,Black,Single-coloured,"Summer, Spring, Autumn",Sunwill,Men,120.0,36.0,7.0
Trousers_Trousers_Green,recIA9SGvqcDewnM7,Trousers,Trousers,Green,Single-coloured,"Summer, Spring, Autumn",Uniqlo,Men,30.0,38.0,34.0
Trousers_Trousers_Black,recBaOKPpyGow2gbZ,Trousers,Trousers,Black,Single-coloured,"Summer, Spring, Autumn",Far Afield,Men,30.0,43.0,12.0
